Item,Designator,Quantity,Value,Footprint,Manufacturer,MPN,Distributor,DistributorPN,Package,Description,DNP
805,?,1,C_passive,C_passive,,,,,C_passive,,No
806,?,1,C_passive,C_passive,,,,,C_passive,,No
807,?,1,C_passive,C_passive,,,,,C_passive,,No
808,?,1,C_passive,C_passive,,,,,C_passive,,No
809,?,1,C_passive,C_passive,,,,,C_passive,,No
810,?,1,C_passive,C_passive,,,,,C_passive,,No
811,?,1,C_passive,C_passive,,,,,C_passive,,No
812,?,1,C_passive,C_passive,,,,,C_passive,,No
813,?,1,C_passive,C_passive,,,,,C_passive,,No
814,?,1,C_passive,C_passive,,,,,C_passive,,No
815,?,1,C_passive,C_passive,,,,,C_passive,,No
816,?,1,R_passive,R_passive,,,,,R_passive,,No
817,?,1,R_passive,R_passive,,,,,R_passive,,No
818,?,1,R_passive,R_passive,,,,,R_passive,,No
819,?,1,R_passive,R_passive,,,,,R_passive,,No
820,?,1,R_passive,R_passive,,,,,R_passive,,No
821,?,1,R_passive,R_passive,,,,,R_passive,,No
822,?,1,R_passive,R_passive,,,,,R_passive,,No
823,?,1,R_passive,R_passive,,,,,R_passive,,No
824,?,1,R_passive,R_passive,,,,,R_passive,,No
825,?,1,R_passive,R_passive,,,,,R_passive,,No
826,?,1,R_passive,R_passive,,,,,R_passive,,No
827,?,1,R_passive,R_passive,,,,,R_passive,,No
828,?,1,R_passive,R_passive,,,,,R_passive,,No
829,?,1,R_passive,R_passive,,,,,R_passive,,No
830,?,1,R_passive,R_passive,,,,,R_passive,,No
831,?,1,R_passive,R_passive,,,,,R_passive,,No
832,?,1,R_passive,R_passive,,,,,R_passive,,No
833,?,1,R_passive,R_passive,,,,,R_passive,,No
834,?,1,R_passive,R_passive,,,,,R_passive,,No
835,?,1,R_passive,R_passive,,,,,R_passive,,No
836,?,1,R_passive,R_passive,,,,,R_passive,,No
837,?,1,R_passive,R_passive,,,,,R_passive,,No
838,?,1,R_passive,R_passive,,,,,R_passive,,No
839,?,1,R_passive,R_passive,,,,,R_passive,,No
840,?,1,R_passive,R_passive,,,,,R_passive,,No
841,?,1,R_passive,R_passive,,,,,R_passive,,No
842,?,1,R_passive,R_passive,,,,,R_passive,,No
843,?,1,R_passive,R_passive,,,,,R_passive,,No
844,?,1,R_passive,R_passive,,,,,R_passive,,No
845,?,1,R_passive,R_passive,,,,,R_passive,,No
846,?,1,R_passive,R_passive,,,,,R_passive,,No
847,?,1,R_passive,R_passive,,,,,R_passive,,No
848,?,1,R_passive,R_passive,,,,,R_passive,,No
849,?,1,R_passive,R_passive,,,,,R_passive,,No
850,?,1,R_passive,R_passive,,,,,R_passive,,No
851,?,1,R_passive,R_passive,,,,,R_passive,,No
852,?,1,R_passive,R_passive,,,,,R_passive,,No
853,?,1,R_passive,R_passive,,,,,R_passive,,No
854,?,1,R_passive,R_passive,,,,,R_passive,,No
855,?,1,R_passive,R_passive,,,,,R_passive,,No
856,?,1,R_passive,R_passive,,,,,R_passive,,No
857,?,1,R_passive,R_passive,,,,,R_passive,,No
858,?,1,R_passive,R_passive,,,,,R_passive,,No
859,?,1,R_passive,R_passive,,,,,R_passive,,No
860,?,1,R_passive,R_passive,,,,,R_passive,,No
861,?,1,R_passive,R_passive,,,,,R_passive,,No
862,?,1,R_passive,R_passive,,,,,R_passive,,No
863,?,1,R_passive,R_passive,,,,,R_passive,,No
864,?,1,R_passive,R_passive,,,,,R_passive,,No
865,?,1,R_passive,R_passive,,,,,R_passive,,No
866,?,1,R_passive,R_passive,,,,,R_passive,,No
867,?,1,R_passive,R_passive,,,,,R_passive,,No
868,?,1,R_passive,R_passive,,,,,R_passive,,No
869,?,1,R_passive,R_passive,,,,,R_passive,,No
870,?,1,R_passive,R_passive,,,,,R_passive,,No
871,?,1,R_passive,R_passive,,,,,R_passive,,No
872,?,1,R_passive,R_passive,,,,,R_passive,,No
873,?,1,R_passive,R_passive,,,,,R_passive,,No
874,?,1,R_passive,R_passive,,,,,R_passive,,No
875,?,1,R_passive,R_passive,,,,,R_passive,,No
876,?,1,R_passive,R_passive,,,,,R_passive,,No
877,?,1,R_passive,R_passive,,,,,R_passive,,No
878,?,1,R_passive,R_passive,,,,,R_passive,,No
879,?,1,R_passive,R_passive,,,,,R_passive,,No
880,?,1,R_passive,R_passive,,,,,R_passive,,No
881,?,1,R_passive,R_passive,,,,,R_passive,,No
882,?,1,R_passive,R_passive,,,,,R_passive,,No
883,?,1,R_passive,R_passive,,,,,R_passive,,No
884,?,1,R_passive,R_passive,,,,,R_passive,,No
885,?,1,R_passive,R_passive,,,,,R_passive,,No
886,?,1,R_passive,R_passive,,,,,R_passive,,No
887,?,1,R_passive,R_passive,,,,,R_passive,,No
888,?,1,R_passive,R_passive,,,,,R_passive,,No
889,?,1,R_passive,R_passive,,,,,R_passive,,No
890,?,1,R_passive,R_passive,,,,,R_passive,,No
891,?,1,R_passive,R_passive,,,,,R_passive,,No
892,?,1,R_passive,R_passive,,,,,R_passive,,No
893,?,1,R_passive,R_passive,,,,,R_passive,,No
894,?,1,R_passive,R_passive,,,,,R_passive,,No
895,?,1,R_passive,R_passive,,,,,R_passive,,No
896,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
897,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
898,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
899,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
900,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
901,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
902,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
903,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
904,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
905,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
906,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
907,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
908,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
909,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
910,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
911,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
912,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
913,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
914,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
915,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
916,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
917,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
918,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
919,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
920,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
921,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
922,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
923,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
924,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
925,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
926,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
927,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
928,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
929,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
930,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
931,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
932,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
933,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
934,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
935,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
936,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
937,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
938,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
939,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
940,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
941,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
942,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
943,?,1,FB_passive,FB_passive,,,,,FB_passive,,No
944,?,1,C_passive,C_passive,,,,,C_passive,,No
945,?,1,C_passive,C_passive,,,,,C_passive,,No
946,?,1,C_passive,C_passive,,,,,C_passive,,No
947,?,1,C_passive,C_passive,,,,,C_passive,,No
948,?,1,C_passive,C_passive,,,,,C_passive,,No
949,?,1,C_passive,C_passive,,,,,C_passive,,No
950,?,1,C_passive,C_passive,,,,,C_passive,,No
951,?,1,C_passive,C_passive,,,,,C_passive,,No
952,?,1,C_passive,C_passive,,,,,C_passive,,No
953,?,1,C_passive,C_passive,,,,,C_passive,,No
954,?,1,C_passive,C_passive,,,,,C_passive,,No
955,?,1,C_passive,C_passive,,,,,C_passive,,No
956,?,1,C_passive,C_passive,,,,,C_passive,,No
957,?,1,C_passive,C_passive,,,,,C_passive,,No
958,?,1,C_passive,C_passive,,,,,C_passive,,No
959,?,1,C_passive,C_passive,,,,,C_passive,,No
960,?,1,C_passive,C_passive,,,,,C_passive,,No
961,?,1,C_passive,C_passive,,,,,C_passive,,No
962,?,1,C_passive,C_passive,,,,,C_passive,,No
963,?,1,C_passive,C_passive,,,,,C_passive,,No
964,?,1,C_passive,C_passive,,,,,C_passive,,No
965,?,1,C_passive,C_passive,,,,,C_passive,,No
966,?,1,C_passive,C_passive,,,,,C_passive,,No
967,?,1,C_passive,C_passive,,,,,C_passive,,No
968,?,1,C_passive,C_passive,,,,,C_passive,,No
969,?,1,C_passive,C_passive,,,,,C_passive,,No
970,?,1,C_passive,C_passive,,,,,C_passive,,No
971,?,1,C_passive,C_passive,,,,,C_passive,,No
972,?,1,C_passive,C_passive,,,,,C_passive,,No
973,?,1,C_passive,C_passive,,,,,C_passive,,No
974,?,1,C_passive,C_passive,,,,,C_passive,,No
975,?,1,C_passive,C_passive,,,,,C_passive,,No
976,?,1,C_passive,C_passive,,,,,C_passive,,No
977,?,1,C_passive,C_passive,,,,,C_passive,,No
978,?,1,C_passive,C_passive,,,,,C_passive,,No
979,?,1,C_passive,C_passive,,,,,C_passive,,No
980,?,1,C_passive,C_passive,,,,,C_passive,,No
981,?,1,C_passive,C_passive,,,,,C_passive,,No
982,?,1,C_passive,C_passive,,,,,C_passive,,No
983,?,1,C_passive,C_passive,,,,,C_passive,,No
984,?,1,C_passive,C_passive,,,,,C_passive,,No
985,?,1,C_passive,C_passive,,,,,C_passive,,No
986,?,1,C_passive,C_passive,,,,,C_passive,,No
987,?,1,C_passive,C_passive,,,,,C_passive,,No
988,?,1,C_passive,C_passive,,,,,C_passive,,No
989,?,1,C_passive,C_passive,,,,,C_passive,,No
990,?,1,C_passive,C_passive,,,,,C_passive,,No
991,?,1,C_passive,C_passive,,,,,C_passive,,No
992,?,1,C_passive,C_passive,,,,,C_passive,,No
993,?,1,C_passive,C_passive,,,,,C_passive,,No
994,?,1,C_passive,C_passive,,,,,C_passive,,No
995,?,1,C_passive,C_passive,,,,,C_passive,,No
996,?,1,C_passive,C_passive,,,,,C_passive,,No
997,?,1,C_passive,C_passive,,,,,C_passive,,No
998,?,1,C_passive,C_passive,,,,,C_passive,,No
999,?,1,C_passive,C_passive,,,,,C_passive,,No
1000,?,1,C_passive,C_passive,,,,,C_passive,,No
1001,?,1,C_passive,C_passive,,,,,C_passive,,No
1002,?,1,C_passive,C_passive,,,,,C_passive,,No
1003,?,1,C_passive,C_passive,,,,,C_passive,,No
1004,?,1,C_passive,C_passive,,,,,C_passive,,No
1005,?,1,C_passive,C_passive,,,,,C_passive,,No
1006,?,1,C_passive,C_passive,,,,,C_passive,,No
1007,?,1,C_passive,C_passive,,,,,C_passive,,No
1008,?,1,C_passive,C_passive,,,,,C_passive,,No
1009,?,1,C_passive,C_passive,,,,,C_passive,,No
1010,?,1,C_passive,C_passive,,,,,C_passive,,No
1011,?,1,C_passive,C_passive,,,,,C_passive,,No
1012,?,1,C_passive,C_passive,,,,,C_passive,,No
1013,?,1,C_passive,C_passive,,,,,C_passive,,No
1014,?,1,C_passive,C_passive,,,,,C_passive,,No
1015,?,1,C_passive,C_passive,,,,,C_passive,,No
1016,?,1,C_passive,C_passive,,,,,C_passive,,No
1017,?,1,C_passive,C_passive,,,,,C_passive,,No
1018,?,1,C_passive,C_passive,,,,,C_passive,,No
1019,?,1,C_passive,C_passive,,,,,C_passive,,No
1020,?,1,C_passive,C_passive,,,,,C_passive,,No
1021,?,1,C_passive,C_passive,,,,,C_passive,,No
1022,?,1,C_passive,C_passive,,,,,C_passive,,No
1023,?,1,C_passive,C_passive,,,,,C_passive,,No
1024,?,1,C_passive,C_passive,,,,,C_passive,,No
1025,?,1,C_passive,C_passive,,,,,C_passive,,No
1026,?,1,C_passive,C_passive,,,,,C_passive,,No
1027,?,1,C_passive,C_passive,,,,,C_passive,,No
1028,?,1,C_passive,C_passive,,,,,C_passive,,No
1029,?,1,C_passive,C_passive,,,,,C_passive,,No
1030,?,1,C_passive,C_passive,,,,,C_passive,,No
1031,?,1,C_passive,C_passive,,,,,C_passive,,No
1032,?,1,C_passive,C_passive,,,,,C_passive,,No
1033,?,1,C_passive,C_passive,,,,,C_passive,,No
1034,?,1,C_passive,C_passive,,,,,C_passive,,No
1035,?,1,C_passive,C_passive,,,,,C_passive,,No
1036,?,1,C_passive,C_passive,,,,,C_passive,,No
1037,?,1,C_passive,C_passive,,,,,C_passive,,No
1038,?,1,C_passive,C_passive,,,,,C_passive,,No
1039,?,1,C_passive,C_passive,,,,,C_passive,,No
1040,?,1,C_passive,C_passive,,,,,C_passive,,No
1041,?,1,C_passive,C_passive,,,,,C_passive,,No
1042,?,1,C_passive,C_passive,,,,,C_passive,,No
1043,?,1,C_passive,C_passive,,,,,C_passive,,No
1044,?,1,C_passive,C_passive,,,,,C_passive,,No
1045,?,1,C_passive,C_passive,,,,,C_passive,,No
1046,?,1,C_passive,C_passive,,,,,C_passive,,No
1047,?,1,C_passive,C_passive,,,,,C_passive,,No
1048,?,1,C_passive,C_passive,,,,,C_passive,,No
1049,?,1,C_passive,C_passive,,,,,C_passive,,No
1050,?,1,C_passive,C_passive,,,,,C_passive,,No
1051,?,1,C_passive,C_passive,,,,,C_passive,,No
1052,?,1,C_passive,C_passive,,,,,C_passive,,No
1053,?,1,C_passive,C_passive,,,,,C_passive,,No
1054,?,1,C_passive,C_passive,,,,,C_passive,,No
1055,?,1,C_passive,C_passive,,,,,C_passive,,No
1056,?,1,C_passive,C_passive,,,,,C_passive,,No
1057,?,1,C_passive,C_passive,,,,,C_passive,,No
1058,?,1,C_passive,C_passive,,,,,C_passive,,No
1059,?,1,C_passive,C_passive,,,,,C_passive,,No
1060,?,1,C_passive,C_passive,,,,,C_passive,,No
1061,?,1,C_passive,C_passive,,,,,C_passive,,No
1062,?,1,C_passive,C_passive,,,,,C_passive,,No
1063,?,1,C_passive,C_passive,,,,,C_passive,,No
1064,?,1,C_passive,C_passive,,,,,C_passive,,No
1065,?,1,C_passive,C_passive,,,,,C_passive,,No
1066,?,1,C_passive,C_passive,,,,,C_passive,,No
1067,?,1,C_passive,C_passive,,,,,C_passive,,No
1068,?,1,C_passive,C_passive,,,,,C_passive,,No
1069,?,1,C_passive,C_passive,,,,,C_passive,,No
1070,?,1,C_passive,C_passive,,,,,C_passive,,No
1071,?,1,C_passive,C_passive,,,,,C_passive,,No
1072,?,1,C_passive,C_passive,,,,,C_passive,,No
1073,?,1,C_passive,C_passive,,,,,C_passive,,No
1074,?,1,C_passive,C_passive,,,,,C_passive,,No
1075,?,1,C_passive,C_passive,,,,,C_passive,,No
1076,?,1,C_passive,C_passive,,,,,C_passive,,No
1077,?,1,C_passive,C_passive,,,,,C_passive,,No
1078,?,1,C_passive,C_passive,,,,,C_passive,,No
1079,?,1,C_passive,C_passive,,,,,C_passive,,No
1080,?,1,C_passive,C_passive,,,,,C_passive,,No
1081,?,1,C_passive,C_passive,,,,,C_passive,,No
1082,?,1,C_passive,C_passive,,,,,C_passive,,No
1083,?,1,C_passive,C_passive,,,,,C_passive,,No
1084,?,1,C_passive,C_passive,,,,,C_passive,,No
1085,?,1,C_passive,C_passive,,,,,C_passive,,No
1086,?,1,C_passive,C_passive,,,,,C_passive,,No
1087,?,1,C_passive,C_passive,,,,,C_passive,,No
1088,?,1,C_passive,C_passive,,,,,C_passive,,No
1089,?,1,C_passive,C_passive,,,,,C_passive,,No
1090,?,1,C_passive,C_passive,,,,,C_passive,,No
1091,?,1,C_passive,C_passive,,,,,C_passive,,No
1092,?,1,C_passive,C_passive,,,,,C_passive,,No
1093,?,1,C_passive,C_passive,,,,,C_passive,,No
1094,?,1,C_passive,C_passive,,,,,C_passive,,No
1095,?,1,C_passive,C_passive,,,,,C_passive,,No
1096,?,1,C_passive,C_passive,,,,,C_passive,,No
1097,?,1,C_passive,C_passive,,,,,C_passive,,No
1098,?,1,C_passive,C_passive,,,,,C_passive,,No
1099,?,1,C_passive,C_passive,,,,,C_passive,,No
1100,?,1,C_passive,C_passive,,,,,C_passive,,No
1101,?,1,C_passive,C_passive,,,,,C_passive,,No
1102,?,1,C_passive,C_passive,,,,,C_passive,,No
1103,?,1,C_passive,C_passive,,,,,C_passive,,No
1104,?,1,C_passive,C_passive,,,,,C_passive,,No
1105,?,1,C_passive,C_passive,,,,,C_passive,,No
1106,?,1,C_passive,C_passive,,,,,C_passive,,No
1107,?,1,C_passive,C_passive,,,,,C_passive,,No
1108,?,1,C_passive,C_passive,,,,,C_passive,,No
1109,?,1,C_passive,C_passive,,,,,C_passive,,No
1110,?,1,C_passive,C_passive,,,,,C_passive,,No
1111,?,1,C_passive,C_passive,,,,,C_passive,,No
1112,?,1,C_passive,C_passive,,,,,C_passive,,No
1113,?,1,C_passive,C_passive,,,,,C_passive,,No
1114,?,1,C_passive,C_passive,,,,,C_passive,,No
1115,?,1,C_passive,C_passive,,,,,C_passive,,No
1116,?,1,C_passive,C_passive,,,,,C_passive,,No
1117,?,1,C_passive,C_passive,,,,,C_passive,,No
1118,?,1,C_passive,C_passive,,,,,C_passive,,No
1119,?,1,C_passive,C_passive,,,,,C_passive,,No
1120,?,1,C_passive,C_passive,,,,,C_passive,,No
1121,?,1,C_passive,C_passive,,,,,C_passive,,No
1122,?,1,C_passive,C_passive,,,,,C_passive,,No
1123,?,1,C_passive,C_passive,,,,,C_passive,,No
1124,?,1,C_passive,C_passive,,,,,C_passive,,No
1125,?,1,C_passive,C_passive,,,,,C_passive,,No
1126,?,1,C_passive,C_passive,,,,,C_passive,,No
1127,?,1,C_passive,C_passive,,,,,C_passive,,No
1128,?,1,C_passive,C_passive,,,,,C_passive,,No
1129,?,1,C_passive,C_passive,,,,,C_passive,,No
1130,?,1,C_passive,C_passive,,,,,C_passive,,No
1131,?,1,C_passive,C_passive,,,,,C_passive,,No
1132,?,1,C_passive,C_passive,,,,,C_passive,,No
1133,?,1,C_passive,C_passive,,,,,C_passive,,No
1134,?,1,C_passive,C_passive,,,,,C_passive,,No
1135,?,1,C_passive,C_passive,,,,,C_passive,,No
1136,?,1,C_passive,C_passive,,,,,C_passive,,No
1137,?,1,C_passive,C_passive,,,,,C_passive,,No
1138,?,1,C_passive,C_passive,,,,,C_passive,,No
1139,?,1,C_passive,C_passive,,,,,C_passive,,No
1140,?,1,C_passive,C_passive,,,,,C_passive,,No
1141,?,1,C_passive,C_passive,,,,,C_passive,,No
1142,?,1,C_passive,C_passive,,,,,C_passive,,No
1143,?,1,C_passive,C_passive,,,,,C_passive,,No
1144,?,1,C_passive,C_passive,,,,,C_passive,,No
1145,?,1,C_passive,C_passive,,,,,C_passive,,No
1146,?,1,C_passive,C_passive,,,,,C_passive,,No
1147,?,1,C_passive,C_passive,,,,,C_passive,,No
1148,?,1,C_passive,C_passive,,,,,C_passive,,No
1149,?,1,C_passive,C_passive,,,,,C_passive,,No
1150,?,1,C_passive,C_passive,,,,,C_passive,,No
1151,?,1,C_passive,C_passive,,,,,C_passive,,No
1152,?,1,C_passive,C_passive,,,,,C_passive,,No
1153,?,1,C_passive,C_passive,,,,,C_passive,,No
1154,?,1,C_passive,C_passive,,,,,C_passive,,No
1155,?,1,C_passive,C_passive,,,,,C_passive,,No
1156,?,1,C_passive,C_passive,,,,,C_passive,,No
1157,?,1,C_passive,C_passive,,,,,C_passive,,No
1158,?,1,C_passive,C_passive,,,,,C_passive,,No
1159,?,1,C_passive,C_passive,,,,,C_passive,,No
1160,?,1,C_passive,C_passive,,,,,C_passive,,No
1161,?,1,C_passive,C_passive,,,,,C_passive,,No
1162,?,1,C_passive,C_passive,,,,,C_passive,,No
1163,?,1,C_passive,C_passive,,,,,C_passive,,No
1164,?,1,C_passive,C_passive,,,,,C_passive,,No
1165,?,1,C_passive,C_passive,,,,,C_passive,,No
1166,?,1,C_passive,C_passive,,,,,C_passive,,No
1167,?,1,C_passive,C_passive,,,,,C_passive,,No
1168,?,1,C_passive,C_passive,,,,,C_passive,,No
1169,?,1,C_passive,C_passive,,,,,C_passive,,No
1170,?,1,C_passive,C_passive,,,,,C_passive,,No
1171,?,1,C_passive,C_passive,,,,,C_passive,,No
1172,?,1,C_passive,C_passive,,,,,C_passive,,No
1173,?,1,C_passive,C_passive,,,,,C_passive,,No
1174,?,1,C_passive,C_passive,,,,,C_passive,,No
1175,?,1,C_passive,C_passive,,,,,C_passive,,No
1176,?,1,C_passive,C_passive,,,,,C_passive,,No
1177,?,1,C_passive,C_passive,,,,,C_passive,,No
1178,?,1,C_passive,C_passive,,,,,C_passive,,No
1179,?,1,C_passive,C_passive,,,,,C_passive,,No
1180,?,1,C_passive,C_passive,,,,,C_passive,,No
1181,?,1,C_passive,C_passive,,,,,C_passive,,No
1182,?,1,C_passive,C_passive,,,,,C_passive,,No
1183,?,1,C_passive,C_passive,,,,,C_passive,,No
1184,?,1,C_passive,C_passive,,,,,C_passive,,No
1185,?,1,C_passive,C_passive,,,,,C_passive,,No
1186,?,1,C_passive,C_passive,,,,,C_passive,,No
1187,?,1,C_passive,C_passive,,,,,C_passive,,No
1188,?,1,C_passive,C_passive,,,,,C_passive,,No
1189,?,1,C_passive,C_passive,,,,,C_passive,,No
1190,?,1,C_passive,C_passive,,,,,C_passive,,No
1191,?,1,C_passive,C_passive,,,,,C_passive,,No
1192,?,1,C_passive,C_passive,,,,,C_passive,,No
1193,?,1,C_passive,C_passive,,,,,C_passive,,No
1194,?,1,C_passive,C_passive,,,,,C_passive,,No
1195,?,1,C_passive,C_passive,,,,,C_passive,,No
1196,?,1,C_passive,C_passive,,,,,C_passive,,No
1197,?,1,C_passive,C_passive,,,,,C_passive,,No
1198,?,1,C_passive,C_passive,,,,,C_passive,,No
1199,?,1,C_passive,C_passive,,,,,C_passive,,No
1200,?,1,C_passive,C_passive,,,,,C_passive,,No
1201,?,1,C_passive,C_passive,,,,,C_passive,,No
1202,?,1,C_passive,C_passive,,,,,C_passive,,No
1203,?,1,C_passive,C_passive,,,,,C_passive,,No
1204,?,1,C_passive,C_passive,,,,,C_passive,,No
1205,?,1,C_passive,C_passive,,,,,C_passive,,No
1206,?,1,C_passive,C_passive,,,,,C_passive,,No
1207,?,1,C_passive,C_passive,,,,,C_passive,,No
1208,?,1,C_passive,C_passive,,,,,C_passive,,No
1209,?,1,C_passive,C_passive,,,,,C_passive,,No
1210,?,1,C_passive,C_passive,,,,,C_passive,,No
1211,?,1,C_passive,C_passive,,,,,C_passive,,No
1212,?,1,C_passive,C_passive,,,,,C_passive,,No
1213,?,1,C_passive,C_passive,,,,,C_passive,,No
1214,?,1,C_passive,C_passive,,,,,C_passive,,No
1215,?,1,C_passive,C_passive,,,,,C_passive,,No
1216,?,1,C_passive,C_passive,,,,,C_passive,,No
1217,?,1,C_passive,C_passive,,,,,C_passive,,No
1218,?,1,C_passive,C_passive,,,,,C_passive,,No
1219,?,1,C_passive,C_passive,,,,,C_passive,,No
1220,?,1,C_passive,C_passive,,,,,C_passive,,No
1221,?,1,C_passive,C_passive,,,,,C_passive,,No
1222,?,1,C_passive,C_passive,,,,,C_passive,,No
1223,?,1,C_passive,C_passive,,,,,C_passive,,No
1224,?,1,C_passive,C_passive,,,,,C_passive,,No
1225,?,1,C_passive,C_passive,,,,,C_passive,,No
1226,?,1,C_passive,C_passive,,,,,C_passive,,No
1227,?,1,C_passive,C_passive,,,,,C_passive,,No
1228,?,1,C_passive,C_passive,,,,,C_passive,,No
1229,?,1,C_passive,C_passive,,,,,C_passive,,No
1230,?,1,C_passive,C_passive,,,,,C_passive,,No
1231,?,1,C_passive,C_passive,,,,,C_passive,,No
1232,?,1,C_passive,C_passive,,,,,C_passive,,No
1233,?,1,C_passive,C_passive,,,,,C_passive,,No
1234,?,1,C_passive,C_passive,,,,,C_passive,,No
1235,?,1,C_passive,C_passive,,,,,C_passive,,No
1236,?,1,C_passive,C_passive,,,,,C_passive,,No
1237,?,1,C_passive,C_passive,,,,,C_passive,,No
1238,?,1,C_passive,C_passive,,,,,C_passive,,No
1239,?,1,C_passive,C_passive,,,,,C_passive,,No
1240,?,1,C_passive,C_passive,,,,,C_passive,,No
1241,?,1,C_passive,C_passive,,,,,C_passive,,No
1242,?,1,C_passive,C_passive,,,,,C_passive,,No
1243,?,1,C_passive,C_passive,,,,,C_passive,,No
1244,?,1,C_passive,C_passive,,,,,C_passive,,No
1245,?,1,C_passive,C_passive,,,,,C_passive,,No
1246,?,1,C_passive,C_passive,,,,,C_passive,,No
1247,?,1,C_passive,C_passive,,,,,C_passive,,No
1248,?,1,C_passive,C_passive,,,,,C_passive,,No
1249,?,1,C_passive,C_passive,,,,,C_passive,,No
1250,?,1,C_passive,C_passive,,,,,C_passive,,No
1251,?,1,C_passive,C_passive,,,,,C_passive,,No
1252,?,1,C_passive,C_passive,,,,,C_passive,,No
1253,?,1,C_passive,C_passive,,,,,C_passive,,No
1254,?,1,C_passive,C_passive,,,,,C_passive,,No
1255,?,1,C_passive,C_passive,,,,,C_passive,,No
1256,?,1,C_passive,C_passive,,,,,C_passive,,No
1257,?,1,C_passive,C_passive,,,,,C_passive,,No
1258,?,1,C_passive,C_passive,,,,,C_passive,,No
1259,?,1,C_passive,C_passive,,,,,C_passive,,No
1260,?,1,C_passive,C_passive,,,,,C_passive,,No
1261,?,1,C_passive,C_passive,,,,,C_passive,,No
1262,?,1,C_passive,C_passive,,,,,C_passive,,No
1263,?,1,C_passive,C_passive,,,,,C_passive,,No
1264,?,1,C_passive,C_passive,,,,,C_passive,,No
1265,?,1,C_passive,C_passive,,,,,C_passive,,No
1266,?,1,C_passive,C_passive,,,,,C_passive,,No
1267,?,1,C_passive,C_passive,,,,,C_passive,,No
1268,?,1,C_passive,C_passive,,,,,C_passive,,No
1269,?,1,C_passive,C_passive,,,,,C_passive,,No
1270,?,1,C_passive,C_passive,,,,,C_passive,,No
1271,?,1,C_passive,C_passive,,,,,C_passive,,No
1272,?,1,C_passive,C_passive,,,,,C_passive,,No
1273,?,1,C_passive,C_passive,,,,,C_passive,,No
1274,?,1,C_passive,C_passive,,,,,C_passive,,No
1275,?,1,C_passive,C_passive,,,,,C_passive,,No
1276,?,1,C_passive,C_passive,,,,,C_passive,,No
1277,?,1,C_passive,C_passive,,,,,C_passive,,No
1278,?,1,C_passive,C_passive,,,,,C_passive,,No
1279,?,1,C_passive,C_passive,,,,,C_passive,,No
1280,?,1,C_passive,C_passive,,,,,C_passive,,No
1281,?,1,C_passive,C_passive,,,,,C_passive,,No
1282,?,1,C_passive,C_passive,,,,,C_passive,,No
1283,?,1,C_passive,C_passive,,,,,C_passive,,No
1284,?,1,C_passive,C_passive,,,,,C_passive,,No
1285,?,1,C_passive,C_passive,,,,,C_passive,,No
1286,?,1,C_passive,C_passive,,,,,C_passive,,No
